,umap1,umap2,umap3,FP_cluster,FP_UMAP_label,logS0,rel,smiles_canonical,name,random,diversity
N[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)C(O)=O,1.5935594,-0.0037964275,1.9739712,3.0,1.0,-3.485,HR,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,melphalan,0.0,1.0
N[C@@H](Cc1ccccc1)C(O)=O,-0.3848548,0.04870542,2.2738125,3.0,0.0,-0.804,UR,NC(Cc1ccccc1)C(=O)O,l-phenylalanine,0.0,1.0
N[C@@H]1CONC1=O,-0.03401326,-1.4924399,-1.1787752,2.0,1.0,-0.009000000000000001,HR,NC1CONC1=O,cycloserine,0.0,1.0
N[C@H]1[C@@H]2CN(C[C@H]12)c1nc2n(cc(C(O)=O)c(=O)c2cc1F)-c1ccc(F)cc1F,,,,,,-4.48,HR,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,trovafloxacin,1.0,2.0
N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,0.26058438,-1.8890468,-0.3958502,2.0,1.0,-1.854,HR,NC12CC3CC(CC(C3)C1)C2,amantadine,0.0,1.0
Nc1[nH]c(=O)nc2nc[nH]c12,-1.0051055,1.3160851,-0.95007163,4.0,1.0,-3.4010000000000002,HR,Nc1[nH]c(=O)nc2nc[nH]c12,isoguanine,0.0,1.0
Nc1cc(nc(=N)n1O)N1CCCCC1,-0.081618056,-0.32438976,0.023065679,-1.0,1.0,-2.009,HR,N=c1nc(N2CCCCC2)cc(N)n1O,minoxidil,0.0,1.0
Nc1cc[nH]c(=O)n1,-0.97282064,1.0086442,-0.48719814,4.0,1.0,-1.159,HR,Nc1cc[nH]c(=O)n1,cytosine,0.0,1.0
Nc1ccc(Br)cc1C(O)=O,0.71454537,-0.0998833,2.58085,3.0,1.0,-3.074,HR,Nc1ccc(Br)cc1C(=O)O,2-amino-5-bromobenzoic acid,0.0,1.0
Nc1ccc(C(O)=O)c(O)c1,,,,,,-1.963,HR,Nc1ccc(C(=O)O)c(O)c1,p-aminosalicylic acid,1.0,2.0
Nc1ccc(Cl)cc1,1.1144973,0.35420468,1.9042215,3.0,0.0,-1.66,UR,Nc1ccc(Cl)cc1,p-chloroaniline,0.0,1.0
Nc1ccc(O)c(c1)C(O)=O,1.0009364,-0.22583427,2.770509,3.0,1.0,-2.259,HR,Nc1ccc(O)c(C(=O)O)c1,5-aminosalicylic acid,0.0,1.0
Nc1ccc(\N=N\c2ccccc2)c(N)n1,-0.7040152,0.30841622,1.233197,3.0,1.0,-4.362,HR,Nc1ccc(N=Nc2ccccc2)c(N)n1,phenazopyridine,0.0,1.0
Nc1ccc(cc1)C(O)=O,1.1675308,-0.0014337641,2.3019853,3.0,1.0,-1.368,HR,Nc1ccc(C(=O)O)cc1,4-aminobenzoic acid,0.0,1.0
Nc1ccc(cc1)S(=O)(=O)Nc1ncccn1,1.4799074,0.47014046,2.5788994,3.0,1.0,-3.529,HR,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,sulfadiazine,0.0,0.0
Nc1ccc(cc1)S(=O)(=O)Nc1nccs1,1.629653,0.6205547,2.6529922,3.0,1.0,-2.7465,HR,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,sulfathiazole,0.0,1.0
Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,1.548683,0.5035245,2.5468638,3.0,1.0,-3.094,HR,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,dapsone,0.0,1.0
Nc1ccc(cc1)S(N)(=O)=O,1.5873567,0.529899,2.359634,3.0,1.0,-1.361,HR,Nc1ccc(S(N)(=O)=O)cc1,sulfanilamide,0.0,0.0
Nc1ccc(cc1)[N+]([O-])=O,,,,,,-2.37,UR,Nc1ccc([N+](=O)[O-])cc1,p-nitroaniline,1.0,2.0
Nc1cccc(Cl)c1,0.47959256,0.29515365,1.1243196,-1.0,0.0,-1.37,UR,Nc1cccc(Cl)c1,m-chloroaniline,0.0,1.0
Nc1cccc(c1)C(F)(F)F,,,,,,-1.47,UR,Nc1cccc(C(F)(F)F)c1,3-(trifluoromethyl)aniline,1.0,2.0
Nc1cccc(c1)[N+]([O-])=O,1.0567209,0.4229531,0.40302908,3.0,0.0,-2.19,UR,Nc1cccc([N+](=O)[O-])c1,m-nitroaniline,0.0,0.0
Nc1cccc2ccccc12,,,,,,-1.92,UR,Nc1cccc2ccccc12,1-naphthylamine,1.0,2.0
Nc1ccccc1,,,,,,-0.4115,UR,Nc1ccccc1,aniline,1.0,2.0
Nc1ccccc1Cl,0.41922942,0.44240886,1.1704484,3.0,0.0,-1.52,UR,Nc1ccccc1Cl,o-chloroaniline,0.0,1.0
Nc1ccccc1O,-0.089188464,-0.24001366,1.3345854,3.0,0.0,-0.7200000000000001,UR,Nc1ccccc1O,o-aminophenol,0.0,1.0
Nc1ccccc1[N+]([O-])=O,0.8092099,0.6222533,0.69409984,3.0,0.0,-1.96,UR,Nc1ccccc1[N+](=O)[O-],o-nitroaniline,0.0,1.0
Nc1cnc2cncnc2n1,-1.346394,1.682147,-1.4902456,4.0,1.0,-2.313,HR,Nc1cnc2cncnc2n1,7-aminopteridine,0.0,0.0
Nc1cnc2ncncc2n1,-1.4900035,1.6827799,-1.6290013,4.0,1.0,-2.343,HR,Nc1cnc2ncncc2n1,6-aminopteridine,0.0,0.0
Nc1cnn(-c2ccccc2)c(=O)c1Cl,-0.5137407,0.9173407,1.4438692,3.0,0.0,-2.8739999999999997,UR,Nc1cnn(-c2ccccc2)c(=O)c1Cl,chloridazon,0.0,1.0
Nc1nc(=O)[nH]cc1F,,,,,,-0.959,HR,Nc1nc(=O)[nH]cc1F,5-fluorocytosine,1.0,2.0
Nc1nc(=O)c2nc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)cnc2[nH]1,1.092172,0.4553232,1.9384104,3.0,1.0,-5.3439999999999985,HR,Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,folic_acid,0.0,1.0
Nc1nc(=O)c2ncn(COCCO)c2[nH]1,-0.5926794,1.4450494,-0.5640824,4.0,1.0,-2.2244,HR,Nc1nc(=O)c2ncn(COCCO)c2[nH]1,acyclovir,0.0,1.0
Nc1nc2nc[nH]c2c(=O)[nH]1,,,,,,-4.0045,HR,Nc1nc2nc[nH]c2c(=O)[nH]1,guanine,1.0,2.0
Nc1ncc2nccnc2n1,,,,,,-2.298,HR,Nc1ncc2nccnc2n1,2-aminopteridine,1.0,2.0
Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,,,,,-1.7280000000000002,HR,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,adenosine,1.0,2.0
Nc1ncnc2nc[nH]c12,-1.1534052,1.1991446,-1.0554528,4.0,1.0,-2.432,HR,Nc1ncnc2nc[nH]c12,adenine,0.0,1.0
Nc1ncnc2nccnc12,-1.0553181,1.5221326,-1.2329088,4.0,1.0,-2.313,HR,Nc1ncnc2nccnc12,4-aminopteridine,0.0,1.0
O=C(C1CCCCC1)N1C[C@H]2N(CCc3ccccc23)C(=O)C1,-0.13917284,0.80016327,2.9545574,3.0,1.0,-2.8930000000000002,HR,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,praziquantel,0.0,1.0
O=C1C=CC(=O)C=C1,-0.90258217,0.55549407,-0.40716955,4.0,0.0,-0.9345,UR,O=C1C=CC(=O)C=C1,quinone,0.0,1.0
O=C1CCC(=O)N1,-0.326119,-1.195735,-1.1485143,2.0,0.0,0.3,UR,O=C1CCC(=O)N1,succinimide,0.0,1.0
O=C1CCCCC1,-0.11904741,-1.3265098,-1.0142148,2.0,0.0,-0.6,UR,O=C1CCCCC1,cyclohexanone,0.0,1.0
O=C1CNC(=O)CN1,,,,,,-0.83,UR,O=C1CNC(=O)CN1,"piperazine-2,5-dione",1.0,2.0
O=C1CNC(=O)N1,-0.26843837,-1.3243899,-1.1838591,2.0,0.0,-0.4,UR,O=C1CNC(=O)N1,hydantoin,0.0,1.0
O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c1ccccc61,,,,,,-3.33,HR,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,strychnine,1.0,2.0
O=C1N([C@@H]2CCC(=O)NC2=O)C(=O)c2ccccc12,,,,,,-3.699,HR,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,thalidomide,1.0,2.0
O=C1NC(=O)C(C(=O)N1)(c1ccccc1)c1ccccc1,-0.6711294,-1.3670831,-1.665857,2.0,1.0,-4.1960000000000015,HR,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)C(=O)N1,"5,5-diphenylbarbituric acid",0.0,1.0
O=C1NC(=O)C(C2CCC2)C(=O)N1,-0.20519932,-1.4550619,-1.2823756,2.0,1.0,-2.349,HR,O=C1NC(=O)C(C2CCC2)C(=O)N1, 5-cyclobutylbarbituric acid,0.0,0.0
O=C1NC(=O)C(C2CCCC2)C(=O)N1,,,,,,-3.06,HR,O=C1NC(=O)C(C2CCCC2)C(=O)N1,5-cyclopentylbarbituric acid,1.0,2.0
O=C1NC(=O)C(C2CCCCC2)C(=O)N1,-0.18219544,-1.3999462,-1.2787527,2.0,1.0,-3.168,HR,O=C1NC(=O)C(C2CCCCC2)C(=O)N1,5-cyclohexylbarbituric acid,0.0,0.0
O=C1NC(=O)C(C2CCCCCC2)C(=O)N1,-0.16754684,-1.4068238,-1.2376566,2.0,1.0,-2.9819999999999998,HR,O=C1NC(=O)C(C2CCCCCC2)C(=O)N1,5-cycloheptylbarbituric acid,0.0,1.0
O=C1NC(=O)C(N1)(c1ccccc1)c1ccccc1,,,,,,-4.125,HR,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,phenytoin,1.0,2.0
O=C1NC(=O)C2(CC2)C(=O)N1,-0.450418,-1.5004908,-1.5694426,2.0,1.0,-1.886,HR,O=C1NC(=O)C2(CC2)C(=O)N1,5-cycloethylbarbituric acid,0.0,1.0
O=C1NS(=O)(=O)c2ccccc12,-0.66770834,0.7504075,0.8898289,3.0,1.0,-1.725,HR,O=C1NS(=O)(=O)c2ccccc21,saccharin,0.0,1.0
O=C1OC(=O)c2ccccc12,-0.6963108,0.5507247,0.7446971,3.0,0.0,-1.39,UR,O=C1OC(=O)c2ccccc21,"1,3-dihydro-2-benzofuran-1,3-dione",0.0,1.0
O=CNc1ccccc1,-0.26140156,0.71998525,1.4858036,3.0,0.0,-0.68,UR,O=CNc1ccccc1,n-phenylformamide,0.0,1.0
O=Cc1ccc2OCOc2c1,0.21126826,1.0396912,1.1855081,3.0,0.0,-1.63,UR,O=Cc1ccc2c(c1)OCO2,piperonal,0.0,1.0
O=Cc1ccccc1,-0.075697914,0.78820676,1.2826344,3.0,0.0,-1.2075,UR,O=Cc1ccccc1,benzaldehyde,0.0,1.0
O=Cc1ccco1,-0.12824184,0.66028047,1.252314,3.0,0.0,-0.093925,UR,O=Cc1ccco1,furfural,0.0,1.0
O=NN1CCCCC1,0.17796251,-1.1754357,-0.6007557,-1.0,0.0,-0.17,UR,O=NN1CCCCC1,1-nitrosopiperidine,0.0,1.0
O=c1[nH]c2[nH]c(=O)[nH]c(=O)c2[nH]1,-0.8026485,0.7090809,-0.5088627,4.0,1.0,-3.4019999999999997,HR,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,uric acid,0.0,1.0
O=c1[nH]c2nc[nH]c2c(=O)[nH]1,-0.9326213,1.2288773,-0.8223858,4.0,1.0,-2.483,HR,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,xanthine,0.0,1.0
O=c1cc[nH]c(=O)[nH]1,-0.8602446,0.70054716,-0.4115626,4.0,1.0,-1.493,HR,O=c1cc[nH]c(=O)[nH]1,uracil,0.0,1.0
O=c1cc[nH]cc1,-0.8185593,0.69613457,-0.3907056,4.0,0.0,1.02,UR,O=c1cc[nH]cc1,4-hydroxypyridine,0.0,1.0
O=c1cc[nH]cn1,-0.8983509,1.1156089,-0.59060633,4.0,0.0,0.59,UR,O=c1cc[nH]cn1,"4,5-dihydropyrimidin-4-one",0.0,1.0
O=c1ccc2ccccc2[nH]1,-0.72654694,0.38038066,0.5814979,3.0,0.0,-2.14,UR,O=c1ccc2ccccc2[nH]1,"1,2-dihydroquinolin-2-one",0.0,1.0
O=c1ccc2ccccc2o1,-0.6699955,0.3649748,0.7151602,3.0,0.0,-1.89,UR,O=c1ccc2ccccc2o1,2h-chromen-2-one,0.0,1.0
O=c1cccc[nH]1,-0.7927705,0.7151062,0.0047830474,3.0,0.0,1.02,UR,O=c1cccc[nH]1,2-hydroxypyridine,0.0,1.0
O=c1cnc2cncnc2[nH]1,-1.5514418,1.2855446,-1.3908612,4.0,1.0,-2.124,HR,O=c1cnc2cncnc2[nH]1,7-hydroxypteridine,0.0,0.0
O=c1cnc2ncncc2[nH]1,-1.4035563,1.5450063,-1.4837118,4.0,1.0,-2.714,HR,O=c1cnc2ncncc2[nH]1,6-hydroxypteridine,0.0,1.0
O=c1nc2nccnc2c[nH]1,-1.1465329,1.374724,-1.1145473,4.0,1.0,-1.9469999999999998,HR,O=c1nc2nccnc2c[nH]1,2-hydroxypteridine,0.0,1.0
O=c1nc[nH]c2n[nH]cc12,,,,,,-2.4530000000000003,HR,O=c1nc[nH]c2n[nH]cc12,allopurinol,1.0,2.0
O=c1nc[nH]c2nc[nH]c12,-0.8898952,1.2947639,-0.79232854,4.0,0.0,-2.28,HR,O=c1nc[nH]c2nc[nH]c12,hypoxanthine,0.0,1.0
O=c1nc[nH]c2nccnc12,-0.89795566,1.3841772,-0.8647232,4.0,0.0,-1.4709999999999999,HR,O=c1nc[nH]c2nccnc12,4-hydroxypteridine,0.0,0.0
OC(=O)CCC(=O)c1ccc(cc1)-c1ccccc1,-0.11631637,0.14408553,2.3823729,3.0,1.0,-5.2455,HR,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,fenbufen,0.0,1.0
OC(=O)Cc1ccc(OCC=C)c(Cl)c1,,,,,,-3.125,HR,C=CCOc1ccc(CC(=O)O)cc1Cl,alclofenac,1.0,2.0
OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0.8147741,0.63635594,1.4422487,3.0,1.0,-5.398,HR,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,diclofenac,0.0,1.0
OC(=O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,,,,,,-3.8539999999999996,HR,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,fenclofenac,1.0,2.0
OC(=O)[C@@H]1CCCN1,0.7159707,-1.3275723,-0.4762796,2.0,1.0,1.149,HR,O=C(O)C1CCCN1,proline,0.0,1.0
OC(=O)c1cc(Br)c(O)cc1O,0.7018625,-0.065051526,2.610293,3.0,1.0,-2.62,HR,O=C(O)c1cc(Br)c(O)cc1O,"5-bromo-2,4-dihydroxybenzoic acid",0.0,1.0
OC(=O)c1cc(ccc1O)-c1ccc(F)cc1F,0.6373387,-0.08007194,2.743476,3.0,1.0,-4.72275,HR,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,diflunisal form 1,0.0,1.0
OC(=O)c1cc(ccc1O)\N=N\c1ccc(cc1)S(=O)(=O)Nc1ccccn1,1.0526615,0.21363245,2.6642544,3.0,1.0,-6.1370000000000005,HR,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,sulfasalazine,0.0,1.0
OC(=O)c1ccc(O)cc1,0.6759176,-0.43826836,2.0349889,3.0,1.0,-1.464,HR,O=C(O)c1ccc(O)cc1,4-hydroxybenzoic acid,0.0,0.0
OC(=O)c1ccc2ccccc2c1,0.07354377,-0.2569948,2.1845553,3.0,1.0,-3.8,LR,O=C(O)c1ccc2ccccc2c1,2-naphthoic acid,0.0,1.0
OC(=O)c1cccc2ccccc12,0.4216455,-0.030472724,2.3813107,3.0,1.0,-3.7739999999999996,HR,O=C(O)c1cccc2ccccc12,naphthoic acid,0.0,0.0
OC(=O)c1ccccc1,0.13172793,0.25431105,2.2204351,3.0,1.0,-1.58,HR,O=C(O)c1ccccc1,benzoic acid,0.0,0.0
OC(=O)c1ccccc1C(O)=O,0.53497577,-0.017708162,2.3021505,3.0,1.0,-1.50975,HR,O=C(O)c1ccccc1C(=O)O,phthalic acid form 1 ,0.0,1.0
OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,0.53404534,0.22861843,2.5252335,3.0,1.0,-5.33,HR,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,flufenamic acid,0.0,0.0
OC(=O)c1ccccc1O,0.4667161,-0.1058637,2.2963908,3.0,1.0,-1.931,HR,O=C(O)c1ccccc1O,salicylic acid,0.0,0.0
OC(=O)c1cccnc1,,,,,,-0.85,HR,O=C(O)c1cccnc1,nicotinic acid,1.0,2.0
OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F,0.5920372,0.29127923,2.5071478,3.0,1.0,-4.585,HR,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,niflumic acid,0.0,1.0
OC(=O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.64222986,-0.27987057,3.4118092,3.0,1.0,-3.1310000000000002,HR,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,sarafloxacin,0.0,1.0
OC(=O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.7305964,-0.3968599,3.38038,3.0,1.0,-3.742,HR,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,ciprofloxacin,0.0,0.0
OC(CCl)CCl,,,,,,-0.11,UR,OC(CCl)CCl,"1,3-dichloropropan-2-ol",1.0,2.0
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,-0.26077443,0.712604,2.8657615,3.0,0.0,-1.8,UR,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,fluconazole,0.0,1.0
OC(c1ccccc1)c1ccccc1,-0.79518414,0.2066066,2.298617,3.0,0.0,-2.55,UR,OC(c1ccccc1)c1ccccc1,benzhydrol,0.0,0.0
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,-0.38708586,1.1290632,2.7943215,3.0,1.0,-4.3645,HR,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,haloperidol,0.0,1.0
OC1CCCCC1,0.678602,-1.4460438,-0.40341875,2.0,0.0,-0.44,UR,OC1CCCCC1,cyclohexanol ,0.0,0.0
OC1CCCCCC1,,,,,,-0.88,UR,OC1CCCCCC1,cycloheptanol,1.0,2.0
OC1CCCCCCC1,0.6074757,-1.4679719,-0.46992838,2.0,0.0,-1.29,UR,OC1CCCCCCC1,cyclooctanol,0.0,1.0
OCC(O)CO,,,,,,1.12,UR,OCC(O)CO,glycerol,1.0,2.0
OCCCc1ccccc1,-0.71396786,0.088461846,2.1490676,3.0,0.0,-1.38,UR,OCCCc1ccccc1,3-phenylpropan-1-ol,0.0,1.0
OCCN(CCO)c1ccccc1,-0.69317466,0.036955457,1.7169757,3.0,0.0,-0.73,UR,OCCN(CCO)c1ccccc1,2-[(2-hydroxyethyl)(phenyl)amino]ethan-1-ol,0.0,1.0
OCCN(CCO)c1nc(N2CCCCC2)c2nc(nc(N3CCCCC3)c2n1)N(CCO)CCO,-0.09551058,-0.35046735,0.11617091,-1.0,1.0,-5.332000000000002,HR,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,dipyridamole,0.0,1.0
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1,-0.81582063,1.6565806,2.3527145,3.0,1.0,-4.3875,HR,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,perphenazine,0.0,1.0
OCCN1CCN(CC\C=C2/c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,,,,,,-4.0185,LR,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,flupenthixol,1.0,2.0
OCCOc1ccccc1,-0.50719416,0.4258501,1.7940955,3.0,0.0,-0.7033333333333333,UR,OCCOc1ccccc1,2-phenoxyethanol,0.0,1.0
OCCc1ccccc1,-0.8147089,0.29026005,1.9503357,3.0,0.0,-0.74,UR,OCCc1ccccc1,2-phenylethan-1-ol,0.0,0.0
OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+]([O-])=O,1.2298872,0.6467667,0.46268556,3.0,1.0,-2.1109999999999998,HR,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,chloramphenicol,0.0,1.0
OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,,,,,,0.64,UR,O=C(CO)C(O)C(O)C(O)CO,d-(-)-fructose,1.0,2.0
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,5.752488,-0.43378195,0.20009042,0.0,0.0,0.74,UR,O=CC(O)C(O)C(O)C(O)CO,d(+)-glucose,0.0,1.0
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,,,,,,0.05845,UR,OCC(O)C(O)C(O)C(O)CO,mannitol,1.0,2.0
OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,5.7626815,-0.2932953,0.2093603,0.0,0.0,-1.84,UR,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,chloralose,0.0,1.0
OC[C@@H]1CC[C@@H](O1)n1cnc2c1[nH]cnc2=O,-0.61208564,1.4302205,-0.6450257,4.0,0.0,-0.937,HR,O=c1nc[nH]c2c1ncn2C1CCC(CO)O1,didanosine,0.0,1.0
OC[C@H](O)COC(=O)c1ccccc1Nc1ccnc2cc(Cl)ccc12,0.5545415,1.742779,2.0836835,3.0,1.0,-4.5710000000000015,HR,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,glafenine,0.0,1.0
OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,5.915824,-0.27258047,0.06763036,0.0,1.0,1.148,HR,OCC(O)C(O)C(O)C(O)CO,sorbitol,0.0,1.0
OC[C@H](O)[C@H](O)CO,5.7941895,-0.3004816,0.14068893,0.0,0.0,0.7,UR,OCC(O)C(O)CO,erythritol,0.0,1.0
OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,,,,,,0.27699999999999997,HR,O=C1OC(C(O)CO)C(O)=C1O,l-ascorbic acid,1.0,2.0
OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@H](C#N)c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0.723262,-0.72586685,0.6977308,-1.0,0.0,-0.77,UR,N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,amygdalin,0.0,1.0
OC[C@H]1O[C@@H](Oc2ccccc2CO)[C@H](O)[C@@H](O)[C@@H]1O,0.79028374,-0.6825832,0.7316739,-1.0,0.0,-0.85,UR,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,salicin,0.0,1.0
OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0.94727904,-1.2462461,-0.05492866,-1.0,0.0,0.74,UR,OCC1OC(O)C(O)C(O)C1O,glucose,0.0,1.0
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c1[nH]cnc2=O,,,,,,-1.23,UR,O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O,inosine,1.0,2.0
OC[C@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,0.8997186,-1.383178,-0.2331505,2.0,0.0,0.64,UR,OCC1(O)OCC(O)C(O)C1O,fructose,0.0,1.0
OCc1c(Cl)cccc1Cl,,,,,,-2.1,UR,OCc1c(Cl)cccc1Cl,"(2,6-dichlorophenyl)methanol",1.0,2.0
OCc1ccccc1,-0.634859,0.22767894,1.8928516,3.0,0.0,-0.4000000000000001,UR,OCc1ccccc1,phenylmethanol,0.0,0.0
OCc1ccccc1O,-0.22400017,-0.34747025,1.5755193,3.0,0.0,-0.29,UR,OCc1ccccc1O,2-(hydroxymethyl)phenol,0.0,0.0
O[C@@H](C(=O)c1ccccc1)c1ccccc1,-0.685793,0.27472606,2.4517033,3.0,0.0,-2.85,UR,O=C(c1ccccc1)C(O)c1ccccc1,benzoin,0.0,1.0
O[C@@H]([C@@H](O)c1ccccc1)c1ccccc1,-0.8812693,0.30805945,2.158292,3.0,0.0,-1.93,UR,OC(c1ccccc1)C(O)c1ccccc1,hydrobenzoin,0.0,1.0
O[C@@H]1CCOC1,0.77338874,-1.4403119,-0.34816504,2.0,0.0,1.05,UR,OC1CCOC1,oxolan-3-ol,0.0,1.0
O[C@@H]1CO[C@H](O)[C@@H](O)[C@@H]1O,0.89201814,-1.3876768,-0.22722355,2.0,0.0,0.39,UR,OC1COC(O)C(O)C1O,pentose,0.0,1.0
O[C@@H]1C[C@@H](O)[C@H](O)C(O)[C@H]1O,0.8523642,-1.4177865,-0.28006434,2.0,0.0,-0.17,UR,OC1CC(O)C(O)C(O)C1O,"(1r,2s,4s,5r)-cyclohexane-1,2,3,4,5-pentol",0.0,1.0
O[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,-0.5696436,1.5165514,1.9199986,3.0,1.0,-3.952,HR,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,oxazepam,0.0,0.0
O[C@@H]1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1=O,-0.20558707,1.5550566,1.8184552,3.0,1.0,-3.6039999999999996,HR,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,lorazepam,0.0,1.0
O[C@@](CCN1CCCC1)(C1CCCCC1)c1ccccc1,-0.736321,0.73790294,2.6531603,3.0,1.0,-4.7,HR,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,procyclidine,0.0,0.0
O[C@@](CCN1CCCCC1)(C1CCCCC1)c1ccccc1,-0.68445563,0.73878014,2.5714045,3.0,1.0,-5.2,HR,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,trihexyphenidyl,0.0,1.0
O[C@H](Cc1ccccc1)c1ccccc1,-0.87279177,0.24798046,2.2862227,3.0,0.0,-2.52,UR,OC(Cc1ccccc1)c1ccccc1,"1,2-diphenylethan-1-ol",0.0,1.0
O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,0.89735115,-1.4157952,-0.25654957,2.0,0.0,0.39,UR,OC1COC(O)C(O)C1O,l-arabinose,0.0,0.0
Oc1ccc(Cl)cc1,0.29847506,-0.53038687,1.5313087,3.0,0.0,-0.6999999999999998,UR,Oc1ccc(Cl)cc1,4-chlorophenol ,0.0,1.0
Oc1ccc(I)cc1,0.3689453,-0.6213887,1.4745578,3.0,1.0,-1.714,HR,Oc1ccc(I)cc1,4-iodophenol,0.0,1.0
Oc1ccc(O)cc1,0.27104935,-0.6568022,1.507696,3.0,0.0,-0.1695,UR,Oc1ccc(O)cc1,hydroquinone,0.0,1.0
Oc1ccc(cc1)C1(OC(=O)c2ccccc12)c1ccc(O)cc1,,,,,,-2.9,HR,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,phenolphthalein,1.0,2.0
